missing_target,count,source_files
"<?php echo htmlspecialchars(localized_path('/', $locale)); ?>",14,blog/make-money-first-then-think-of-nature/content-de.php;blog/make-money-first-then-think-of-nature/content-en.php;blog/make-money-first-then-think-of-nature/content-fr.php;blog/making-natural-capital-visible-in-everyday-transactions/content-de.php;blog/making-natural-capital-visible-in-everyday-transactions/content-en.php;blog/making-natural-capital-visible-in-everyday-transactions/content-fr.php;blog/money-work-worth/content-de.php;blog/money-work-worth/content-en.php;blog/money-work-worth/content-fr.php;blog/nature-is-not-a-charity/content-de.php;blog/nature-is-not-a-charity/content-en.php;blog/nature-is-not-a-charity/content-fr.php;theory-of-change/content-de.php;theory-of-change/content-fr.php
"<?php echo htmlspecialchars(localized_path('/blog/why-the-swiss-said-no-to-free-money/', $locale)); ?>",12,blog/make-money-first-then-think-of-nature/content-de.php;blog/make-money-first-then-think-of-nature/content-en.php;blog/make-money-first-then-think-of-nature/content-fr.php;blog/making-natural-capital-visible-in-everyday-transactions/content-de.php;blog/making-natural-capital-visible-in-everyday-transactions/content-en.php;blog/making-natural-capital-visible-in-everyday-transactions/content-fr.php;blog/money-work-worth/content-de.php;blog/money-work-worth/content-en.php;blog/money-work-worth/content-fr.php;blog/nature-is-not-a-charity/content-en.php;theory-of-change/content-de.php;theory-of-change/content-fr.php
"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",10,images/all-225.js;images/style-1.7.10.js;js/all-1.8.0.js;js/all-225.js;js/all-255.js;js/style-1.7.10.js
"<?php echo htmlspecialchars(localized_path('/blog/what-if-stewardship-was-financially-recognised/', $locale)); ?>",10,blog/make-money-first-then-think-of-nature/content-en.php;blog/making-natural-capital-visible-in-everyday-transactions/content-de.php;blog/making-natural-capital-visible-in-everyday-transactions/content-en.php;blog/making-natural-capital-visible-in-everyday-transactions/content-fr.php;blog/money-work-worth/content-de.php;blog/money-work-worth/content-en.php;blog/money-work-worth/content-fr.php;blog/nature-is-not-a-charity/content-en.php;theory-of-change/content-de.php;theory-of-change/content-fr.php
../js/vendor/respond.min.js,9,css/access_profiles.php;css/addsecuritybusi.php;css/spendbusinessprofile.php;images/connect-icons/newbusinessback.php;images/spendbusinessprofile.php;js/about_bus.php
"<?php echo htmlspecialchars(localized_path('/blog/nature-is-not-a-charity/', $locale)); ?>",9,blog/make-money-first-then-think-of-nature/content-en.php;blog/making-natural-capital-visible-in-everyday-transactions/content-de.php;blog/making-natural-capital-visible-in-everyday-transactions/content-en.php;blog/making-natural-capital-visible-in-everyday-transactions/content-fr.php;blog/money-work-worth/content-de.php;blog/money-work-worth/content-en.php;blog/money-work-worth/content-fr.php;theory-of-change/content-de.php;theory-of-change/content-fr.php
//connect.facebook.net/en_US/all.js,8,images/all-225.js;images/style-1.7.10.js;js/all-1.8.0.js;js/all-255.js;js/style-1.7.10.js
/search/,8,images/all-225.js;images/style-1.7.10.js;js/all-1.8.0.js;js/all-225.js;js/style-1.7.10.js
https://connect.facebook.net/en_US/all.js,7,css/access_profiles.php;css/spendbusinessprofile.php;images/connect-icons/newbusinessback.php;js/about_bus.php
create_a_quiz.php,7,css/spendbusinessprofile.php;images/ecomm_cart.php;images/index.php;images/spendbusinessprofile.php
../admin_choice.php,7,css/spendbusinessprofile.php;images/ecomm_cart.php;images/index.php;images/spendbusinessprofile.php
d,7,images/all-225.js;js/all-225.js;js/all-255.js;js/validate/lib/require.js
<?php echo htmlspecialchars($canonicalUrl); ?>,7,blog/index.php;blog/make-money-first-then-think-of-nature/index.php;blog/making-natural-capital-visible-in-everyday-transactions/index.php;blog/money-work-worth/index.php;blog/nature-is-not-a-charity/index.php;faq/index.php;theory-of-change/index.php
//ajax.googleapis.com/ajax/libs/jquery/3.7.0/jquery.min.js?v=<?php echo date('Ymd'); ?>,6,blog/index.php;blog/make-money-first-then-think-of-nature/index.php;blog/making-natural-capital-visible-in-everyday-transactions/index.php;blog/why-the-swiss-said-no-to-free-money/index.php;faq/index.php;index.php
https://code.jquery.com/jquery-1.9.1.js,6,js/tiltedpage_scroll-master/demo/demo.html;js/tiltedpage_scroll-master/demo/demo.php;js/tiltedpage_scroll-master/demo/tiltedpage_scroll_demo.html
../css/demo.css,6,js/tiltedpage_scroll-master/demo/demo.html;js/tiltedpage_scroll-master/demo/demo.php;js/tiltedpage_scroll-master/demo/tiltedpage_scroll_demo.html
../js/demo.js,6,js/tiltedpage_scroll-master/demo/demo.html;js/tiltedpage_scroll-master/demo/demo.php;js/tiltedpage_scroll-master/demo/tiltedpage_scroll_demo.html
https://mydio.com/,6,php/home-de.php;php/home-en.php;php/home-fr.php;theory-of-change/content-de.php;theory-of-change/content-en.php;theory-of-change/content-fr.php
"<?php echo htmlspecialchars(localized_path('/blog/make-money-first-then-think-of-nature/', $locale)); ?>",6,blog/making-natural-capital-visible-in-everyday-transactions/content-de.php;blog/making-natural-capital-visible-in-everyday-transactions/content-en.php;blog/making-natural-capital-visible-in-everyday-transactions/content-fr.php;blog/nature-is-not-a-charity/content-en.php;theory-of-change/content-de.php;theory-of-change/content-fr.php
"<?php echo htmlspecialchars($canonicalUrl, ENT_QUOTES, 'UTF-8'); ?>",5,blog/what-if-stewardship-was-financially-recognised/index.php;blog/why-the-swiss-said-no-to-free-money/index.php;contact/index.php;index.php;privacy/index.php
https://maps.googleapis.com/maps/api/js?key=AIzaSyCn6C041sdi9PdqPRo_dpCcYwC7h-5QwBU&v=3.11&sensor=false,5,css/spendbusinessprofile.php;images/spendbusinessprofile.php;js/about_bus.php
/login/index.php?redirect=<? echo urlencode($server); ?>,5,images/ecomm_cart.php;images/index.php;images/spendbusinessprofile.php
'+target+',5,images/all-225.js;js/all-225.js;js/all-255.js
"e||c.location.href,!1",5,images/all-225.js;js/all-225.js;js/all-255.js
e,5,images/all-225.js;js/all-225.js;js/all-255.js
c.location.href,5,images/all-225.js;js/all-225.js;js/all-255.js
c,5,images/all-225.js;js/all-225.js;js/all-255.js
m.unescapeString(a.url||d.location.href,5,images/all-225.js;js/all-225.js;js/all-255.js
b.url,5,images/all-225.js;js/all-225.js;js/all-255.js
b.hash,5,images/all-225.js;js/all-225.js;js/all-255.js
a,5,images/all-225.js;js/all-225.js;js/all-255.js
http://help.bloglovin.com,5,images/all-225.js;js/all-1.8.0.js;js/all-255.js
i.src,5,images/style-1.7.10.js;js/all-1.8.0.js;js/style-1.7.10.js
'+n+',5,images/style-1.7.10.js;js/all-1.8.0.js;js/style-1.7.10.js
'+t+',5,images/style-1.7.10.js;js/all-1.8.0.js;js/style-1.7.10.js
"/blog/""+t.id+""",5,images/style-1.7.10.js;js/all-1.8.0.js;js/style-1.7.10.js
'+t.snap+',5,images/style-1.7.10.js;js/all-1.8.0.js;js/style-1.7.10.js
/blog/'+t.id+',5,images/style-1.7.10.js;js/all-1.8.0.js;js/style-1.7.10.js
'+e+',5,images/style-1.7.10.js;js/all-1.8.0.js;js/style-1.7.10.js
/blog/'+t.blog_id+',5,images/style-1.7.10.js;js/all-1.8.0.js;js/style-1.7.10.js
'+t.profile+',5,images/style-1.7.10.js;js/all-1.8.0.js;js/style-1.7.10.js
+s+,5,images/style-1.7.10.js;js/all-1.8.0.js;js/style-1.7.10.js
' + baseUrl + '/blogs,5,images/style-1.7.10.js;js/all-1.8.0.js;js/style-1.7.10.js
' + baseUrl + friend.profile_link + ',5,images/style-1.7.10.js;js/all-1.8.0.js;js/style-1.7.10.js
' + baseUrl + '/blog/' + post.blog.id + ',5,images/style-1.7.10.js;js/all-1.8.0.js;js/style-1.7.10.js
' + baseUrl + friend2.profile_link + ',5,images/style-1.7.10.js;js/all-1.8.0.js;js/style-1.7.10.js
' + baseUrl + followed[0].profile_link + ',5,images/style-1.7.10.js;js/all-1.8.0.js;js/style-1.7.10.js
' + baseUrl + followed[1].profile_link + ',5,images/style-1.7.10.js;js/all-1.8.0.js;js/style-1.7.10.js
' + baseUrl + '/blog/' + followed[0].blog_id + ',5,images/style-1.7.10.js;js/all-1.8.0.js;js/style-1.7.10.js
' + baseUrl + '/blog/' + followed[1].blog_id + ',5,images/style-1.7.10.js;js/all-1.8.0.js;js/style-1.7.10.js
+ (imageURL) +,5,images/style-1.7.10.js;js/all-1.8.0.js;js/style-1.7.10.js
/feed,5,images/style-1.7.10.js;js/all-1.8.0.js;js/style-1.7.10.js
' + base_url + first.profile_link + ',5,images/style-1.7.10.js;js/all-1.8.0.js;js/style-1.7.10.js
+ (item.CDN_thumb) +,5,images/style-1.7.10.js;js/all-1.8.0.js;js/style-1.7.10.js
' + base_url + item.link + ',5,images/style-1.7.10.js;js/all-1.8.0.js;js/style-1.7.10.js
+ (item.snap) +,5,images/style-1.7.10.js;js/all-1.8.0.js;js/style-1.7.10.js
' + base_url + '/blog/' + item.blog_id + ',5,images/style-1.7.10.js;js/all-1.8.0.js;js/style-1.7.10.js
/blogs,5,images/style-1.7.10.js;js/all-1.8.0.js;js/style-1.7.10.js
/friends,5,images/style-1.7.10.js;js/all-1.8.0.js;js/style-1.7.10.js
+ post.CDN_thumb +,5,images/style-1.7.10.js;js/all-1.8.0.js;js/style-1.7.10.js
+ (post.media_new_post) +,5,images/style-1.7.10.js;js/all-1.8.0.js;js/style-1.7.10.js
/' + username + '/likes,5,images/style-1.7.10.js;js/all-1.8.0.js;js/style-1.7.10.js
/tos,5,images/style-1.7.10.js;js/all-1.8.0.js;js/style-1.7.10.js
+ category.image +,5,images/style-1.7.10.js;js/all-1.8.0.js;js/style-1.7.10.js
/feed/friends,5,images/style-1.7.10.js;js/all-1.8.0.js;js/style-1.7.10.js
"$articlePath, $locale",5,blog/make-money-first-then-think-of-nature/index.php;blog/making-natural-capital-visible-in-everyday-transactions/index.php;blog/money-work-worth/index.php;blog/what-if-stewardship-was-financially-recognised/index.php;blog/why-the-swiss-said-no-to-free-money/index.php
//ajax.googleapis.com/ajax/libs/jquery/3.7.0/jquery.min.js?v=20260203,5,blog/money-work-worth/index.php;blog/nature-is-not-a-charity/index.php;blog/what-if-stewardship-was-financially-recognised/index.php;privacy/index.php
https://mydio.com,5,blog/nature-is-not-a-charity/content-de.php;blog/nature-is-not-a-charity/content-en.php;blog/nature-is-not-a-charity/content-fr.php;faq/content-en.php
"<?php echo htmlspecialchars(localized_path('/blog/money-work-worth/', $locale)); ?>",5,blog/making-natural-capital-visible-in-everyday-transactions/content-de.php;blog/making-natural-capital-visible-in-everyday-transactions/content-en.php;blog/making-natural-capital-visible-in-everyday-transactions/content-fr.php;theory-of-change/content-de.php;theory-of-change/content-fr.php
../../../images/favicon.ico,4,css/access_profiles.php;css/spendbusinessprofile.php;images/spendbusinessprofile.php
https://ajax.googleapis.com/ajax/libs/jquery/1.3.2/jquery.min.js,4,css/access_profiles.php;images/connect-icons/index.php;images/index.php
../glyphicons_free/fonts/glyphicons-halflings-regular.eot,4,css/mydiostyle.css;css/mydiostyle.php;images/logo/mydiostyle.css
../glyphicons_free/fonts/glyphicons-halflings-regular.eot?#iefix,4,css/mydiostyle.css;css/mydiostyle.php;images/logo/mydiostyle.css
../glyphicons_free/fonts/glyphicons-halflings-regular.woff2,4,css/mydiostyle.css;css/mydiostyle.php;images/logo/mydiostyle.css
../glyphicons_free/fonts/glyphicons-halflings-regular.woff,4,css/mydiostyle.css;css/mydiostyle.php;images/logo/mydiostyle.css
../glyphicons_free/fonts/glyphicons-halflings-regular.ttf,4,css/mydiostyle.css;css/mydiostyle.php;images/logo/mydiostyle.css
../glyphicons_free/fonts/glyphicons-halflings-regular.svg#glyphicons_halflingsregular,4,css/mydiostyle.css;css/mydiostyle.php;images/logo/mydiostyle.css
../images/connect-icons/dio_animat100n4.gif,4,css/mydiostyle.css;css/mydiostyle.php;images/logo/mydiostyle.css
https://ajax.googleapis.com/ajax/libs/jquery/1.9.0/jquery.min.js,4,css/spendbusinessprofile.php;js/about_bus.php
/about.php,4,css/spendbusinessprofile.php;images/ecomm_cart.php;images/spendbusinessprofile.php
../../../businesssignup/<?php echo $logo; ?>,4,css/spendbusinessprofile.php;images/spendbusinessprofile.php
https://code.jquery.com/jquery-1.10.2.js,4,images/inventory_edit.php;images/inventory_list.php;js/create_rewardable_action.php
/login/loggedin/account.php,4,images/ecomm_cart.php;images/spendbusinessprofile.php
/login/loggedin/aboutmydio/animation.php,4,images/ecomm_cart.php;images/spendbusinessprofile.php
node.src,4,js/jquery.js;js/validate/lib/jquery-1.11.1.js
j.src,4,js/jquery.min.js;js/latest/jquery.min.js
/images/tiltedpage_scroll_image.png,4,js/tiltedpage_scroll-master/demo/demo.html;js/tiltedpage_scroll-master/demo/tiltedpage_scroll_demo.html
favicon.png,4,js/tiltedpage_scroll-master/demo/demo.html;js/tiltedpage_scroll-master/demo/tiltedpage_scroll_demo.html
http://www.thepetedesign.com,4,js/tiltedpage_scroll-master/demo/demo.html;js/tiltedpage_scroll-master/demo/tiltedpage_scroll_demo.html
http://www.travelistly.com,4,js/tiltedpage_scroll-master/demo/demo.html;js/tiltedpage_scroll-master/demo/tiltedpage_scroll_demo.html
http://www.bucketlistly.com,4,js/tiltedpage_scroll-master/demo/demo.html;js/tiltedpage_scroll-master/demo/tiltedpage_scroll_demo.html
https://github.com/peachananr/flipping_gallery,4,js/tiltedpage_scroll-master/demo/demo.html;js/tiltedpage_scroll-master/demo/tiltedpage_scroll_demo.html
http://www.bucketlistly.com/achievements/visit-sydney-australia-95861,4,js/tiltedpage_scroll-master/demo/demo.html;js/tiltedpage_scroll-master/demo/tiltedpage_scroll_demo.html
http://www.bucketlistly.com/achievements/visit-uluru-ayers-rock-96722,4,js/tiltedpage_scroll-master/demo/demo.html;js/tiltedpage_scroll-master/demo/tiltedpage_scroll_demo.html
http://www.bucketlistly.com/achievements/travel-to-zhangjiajie-avatar-s-mountains-china-85798,4,js/tiltedpage_scroll-master/demo/demo.html;js/tiltedpage_scroll-master/demo/tiltedpage_scroll_demo.html
http://www.bucketlistly.com/achievements/ride-a-camel-93541,4,js/tiltedpage_scroll-master/demo/demo.html;js/tiltedpage_scroll-master/demo/tiltedpage_scroll_demo.html
http://www.thepetedesign.com/#design,4,js/tiltedpage_scroll-master/demo/demo.html;js/tiltedpage_scroll-master/demo/tiltedpage_scroll_demo.html
https://github.com/peachananr/tiltedpage-scroll,4,js/tiltedpage_scroll-master/demo/demo.html;js/tiltedpage_scroll-master/demo/tiltedpage_scroll_demo.html
https://s3.amazonaws.com/github/ribbons/forkme_right_darkblue_121621.png,4,js/tiltedpage_scroll-master/demo/demo.html;js/tiltedpage_scroll-master/demo/tiltedpage_scroll_demo.html
http://code.jquery.com/ui/1.10.4/jquery-ui.min.js,4,js/validate/demo/multipart/index.html;js/validate/demo/themerollered.html
../images/about_imgs/wee-cloud.png,3,css/mydiostyle.css;css/mydiostyle.php
/images/background/jump.png,3,css/mydiostyle.css;css/twittermydiostyle.css
/login/index.php?redirect=<? echo urlencode($redirect); ?>,3,css/spendbusinessprofile.php;images/spendbusinessprofile.php
/signup/index.php?redirect=<? echo urlencode($redirect); ?>,3,css/spendbusinessprofile.php;images/spendbusinessprofile.php
"action.php?id="".$output[",3,css/spendbusinessprofile.php;images/spendbusinessprofile.php
../../../js/all-225.js,3,css/spendbusinessprofile.php;images/spendbusinessprofile.php
/images/connect-icons/camera_white.png,3,images/connect-icons/profile.php;images/inventory_edit.php;images/profile.php
../../login/index.php,3,images/connect-icons/index.php;images/index.php
../../signup/,3,images/connect-icons/index.php;images/index.php
"/blog/""+item.id+""",3,images/all-225.js;js/all-225.js
'+item.snap+',3,images/all-225.js;js/all-225.js
/blog/'+item.id+',3,images/all-225.js;js/all-225.js
http://help.mydropintheoceans.com,3,images/style-1.7.10.js;js/style-1.7.10.js
../images/favicon.ico,3,images/connect-icons/newbusinessback.php
https://www.teebweb.org/,3,php/home-de.php;php/home-en.php;php/home-fr.php
https://www.footprintnetwork.org/,3,php/home-de.php;php/home-en.php;php/home-fr.php
https://www.gov.uk/government/publications/final-report-the-economics-of-biodiversity-the-dasgupta-review,3,php/home-de.php;php/home-en.php;php/home-fr.php
https://seea.un.org/,3,php/home-de.php;php/home-en.php;php/home-fr.php
https://www.ipbes.net/node/35274,3,php/home-de.php;php/home-en.php;php/home-fr.php
https://mydio.com/about-us,3,php/home-de.php;php/home-en.php;php/home-fr.php
https://mydio.com/story,3,php/home-de.php;php/home-en.php;php/home-fr.php
https://www.linkedin.com/feed/update/urn:li:activity:7343198494863622144/,3,blog/money-work-worth/content-de.php;blog/money-work-worth/content-en.php;blog/money-work-worth/content-fr.php
"$articlePath, 'en'",3,blog/money-work-worth/index.php;blog/what-if-stewardship-was-financially-recognised/index.php;blog/why-the-swiss-said-no-to-free-money/index.php
"$articlePath, 'fr'",3,blog/money-work-worth/index.php;blog/what-if-stewardship-was-financially-recognised/index.php;blog/why-the-swiss-said-no-to-free-money/index.php
"$articlePath, 'de'",3,blog/money-work-worth/index.php;blog/what-if-stewardship-was-financially-recognised/index.php;blog/why-the-swiss-said-no-to-free-money/index.php
https://www.linkedin.com/posts/mydiocom_mydiocom-activity-7291447501079937025-vpXU/,3,blog/nature-is-not-a-charity/content-de.php;blog/nature-is-not-a-charity/content-en.php;blog/nature-is-not-a-charity/content-fr.php
https://www.linkedin.com/posts/my-drop-in-the-oceans_mydiocom-activity-7346447706191540224-N-75/,3,blog/what-if-stewardship-was-financially-recognised/content-de.php;blog/what-if-stewardship-was-financially-recognised/content-en.php;blog/what-if-stewardship-was-financially-recognised/content-fr.php
https://www.linkedin.com/shareArticle?mini=true&url=https://mydropintheoceans.org/blog/what-if-stewardship-was-financially-recognised/,3,blog/what-if-stewardship-was-financially-recognised/content-de.php;blog/what-if-stewardship-was-financially-recognised/content-en.php;blog/what-if-stewardship-was-financially-recognised/content-fr.php
https://www.facebook.com/sharer/sharer.php?u=https://mydropintheoceans.org/blog/what-if-stewardship-was-financially-recognised/,3,blog/what-if-stewardship-was-financially-recognised/content-de.php;blog/what-if-stewardship-was-financially-recognised/content-en.php;blog/what-if-stewardship-was-financially-recognised/content-fr.php
https://swisspowershift.ch/integrer-la-question-de-durabilite-au-mandat-de-la-bns-lidee-nest-pas-mauvaise/,3,blog/making-natural-capital-visible-in-everyday-transactions/content-de.php;blog/making-natural-capital-visible-in-everyday-transactions/content-en.php;blog/making-natural-capital-visible-in-everyday-transactions/content-fr.php
https://twitter.com/intent/tweet?url=<?php echo urlencode($canonicalUrl); ?>&text=<?php echo urlencode($metaTitle ?? $pageTitle); ?>,3,faq/content-de.php;faq/content-en.php;faq/content-fr.php
https://wa.me/?text=<?php echo urlencode(($metaTitle ?? $pageTitle) . ' ' . $canonicalUrl); ?>,3,faq/content-de.php;faq/content-en.php;faq/content-fr.php
"<?php echo htmlspecialchars($alternateEnUrl, ENT_QUOTES, 'UTF-8'); ?>",2,index.php;php/seo_tags.php
"<?php echo htmlspecialchars($alternateFrUrl, ENT_QUOTES, 'UTF-8'); ?>",2,index.php;php/seo_tags.php
"<?php echo htmlspecialchars($alternateDeUrl, ENT_QUOTES, 'UTF-8'); ?>",2,index.php;php/seo_tags.php
animation.php,2,css/access_profiles.php;css/addsecuritybusi.php
../../images/favicon.ico,2,css/addsecuritybusi.php;js/adminlogin.php
bus_login.php,2,css/addsecuritybusi.php
https://i.stack.imgur.com/mJotv.gif,2,css/mydiostyle.css
https://www.mydropintheoceans.org/images/favicon.ico,2,css/mydiostyle.css
../images/about_imgs/search.png,2,css/mydiostyle.css
../images/about_imgs/about.png,2,css/mydiostyle.css
../images/about_imgs/settings.png,2,css/mydiostyle.css
input.files[0],2,images/connect-icons/profile.php;images/profile.php
<? echo $image; ?>,2,images/connect-icons/profile.php;images/profile.php
../images/connect-icons/camera_white.png,2,images/connect-icons/profile.php;images/profile.php
../../images/connect-icons/camera_white.png,2,images/connect-icons/profile.php;images/profile.php
../about.php,2,images/index.php
""".$output['community_image'].""",2,images/index.php
../inventory_images/,2,images/inventory_edit.php;images/inventory_list.php
../inventory_images/empty_img.jpg,2,images/inventory_edit.php;images/inventory_list.php
../style/style.css,2,images/inventory_edit.php;images/inventory_list.php
https://chart.googleapis.com/chart?chs=300x300&cht=qr&chl=https://mydropintheoceans.org/MyDIOnlineStore/product_qr.php?id=$id-:-$cmpyid,2,images/inventory_edit.php;images/inventory_list.php
https://ajax.microsoft.com/ajax/jquery.validate/1.7/jquery.validate.min.js,2,images/ecomm_cart.php
""".$output2['action_image'].""",2,images/spendbusinessprofile.php
"/",2,images/spendbusinessprofile.php
"/",2,images/spendbusinessprofile.php
